page,line,text,zh-CN,en,es,es-ES,pt-BR,pt-PT,ja,ru,de,fr,ko,pl,it,nl,tr,th,id,vi,sv,cs
docs/payments/ecpay.md,49,4. 點擊 **儲存設定**,4. 点击 **保存设置**,4. Click **Save Settings**,4. Haz clic en **Guardar configuración**,4. Haz clic en **Guardar configuración**,4. Clique em **Salvar configurações**,4. Clique em **Guardar configurações**,4. **設定を保存** をクリックします,4. Нажмите **Сохранить настройки**,4. Klicken Sie auf **Einstellungen speichern**,4. Cliquez sur **Enregistrer les paramètres**,4. **설정 저장**을 클릭합니다,4. Kliknij **Zapisz ustawienia**,4. Clicca su **Salva impostazioni**,4. Klik op **Instellingen opslaan**,4. **Ayarları Kaydet** butonuna tıklayın,4. คลิก **บันทึกการตั้งค่า**,4. Klik **Simpan Pengaturan**,4. Nhấp vào **Lưu thiết lập**,4. Klicka på **Spara inställningar**,4. Klikněte na **Uložit nastavení**
docs/payments/ecpay.md,51,## 常見問題,## 常见问题,## FAQ,## Preguntas frecuentes,## Preguntas frecuentes,## Perguntas Frequentes,## Perguntas Frequentes,## よくある質問,## Часто задаваемые вопросы,## Häufig gestellte Fragen (FAQ),## Questions fréquentes,## 자주 묻는 질문,## Najczęściej zadawane pytania,## Domande frequenti,## Veelgestelde vragen,## Sıkça Sorulan Sorular,## คำถามที่พบบ่อย,## Pertanyaan Umum,## Câu hỏi thường gặp,## Vanliga frågor,## Často kladené otázky
docs/payments/ecpay.md,53,**Q：登入後看不到「系統設定」？**,**Q：登录后看不到「系统设置」？**,"**Q: Can't see ""System Settings"" after logging in?**","**Q: ¿No puedes ver ""Configuración del sistema"" después de iniciar sesión?**","**Q: ¿No puedes ver ""Configuración del sistema"" después de iniciar sesión?**","**Q: Não consegue ver ""Configurações do sistema"" após o login?**","**Q: Não consegue ver ""Configurações do sistema"" após o login?**",**Q：ログイン後に「システム設定」が表示されませんか？**,**Q: Не видите «Системные настройки» после входа в систему?**,"**Q: ""Systemeinstellungen"" nach dem Login nicht sichtbar?**","**Q : ""Paramètres système"" invisible après connexion ?**","**Q: 로그인 후 ""시스템 설정""이 보이지 않나요?**","**Q: Nie widzisz ""Ustawienia systemowe"" po zalogowaniu?**","**Q: Non vedi ""Impostazioni di sistema"" dopo aver effettuato l'accesso?**","**Q: ""Systeeminstellingen"" niet zichtbaar na inloggen?**","**Q: Giriş yaptıktan sonra ""Sistem Ayarları"" görünmüyor mu?**","**Q: ไม่เห็น ""การตั้งค่าระบบ"" หลังจากเข้าสู่ระบบ?**","**Q: Tidak dapat melihat ""Pengaturan Sistem"" setelah login?**","**Q: Không thấy ""Cài đặt hệ thống"" sau khi đăng nhập?**","**Q: Kan inte se ""Systeminställningar"" efter inloggning?**","**Q: Po přihlášení nevidíte ""Nastavení systému""?**"
docs/payments/ecpay.md,54,帳號可能尚未完成審核。請至「廠商資料管理」確認審核狀態。,账号可能尚未完成审核。请至「厂商资料管理」确认审核状态。,"Your account may not have finished the verification process. Please go to ""Merchant Data Management"" to check the status.","Es posible que tu cuenta aún no haya completado la verificación. Por favor, ve a ""Gestión de datos del comerciante"" para verificar el estado.","Es posible que tu cuenta aún no haya completado la verificación. Por favor, ve a ""Gestión de datos del comerciante"" para verificar el estado.","Sua conta pode não ter concluído o processo de verificação. Vá para ""Gerenciamento de dados do comerciante"" para verificar o status.","A sua conta poderá ainda não ter concluído o processo de verificação. Por favor, vá a ""Gestão de dados do comerciante"" para verificar o estado.",アカウントの審査が完了していない可能性があります。「加盟店資料管理」にて審査状況を確認してください。,"Возможно, ваш аккаунт еще не прошел проверку. Пожалуйста, перейдите в «Управление данными мерчанта» для проверки статуса.","Möglicherweise ist die Kontoprüfung noch nicht abgeschlossen. Bitte gehen Sie zur ""Händlerdatenverwaltung"", um den Status zu überprüfen.","Il est possible que votre compte n'ait pas terminé le processus de vérification. Veuillez aller dans ""Gestion des données marchand"" pour vérifier le statut.","계정 승인 절차가 완료되지 않았을 수 있습니다. ""가맹점 정보 관리""에서 승인 상태를 확인해 주세요.","Twoje konto może nie zakończyć jeszcze procesu weryfikacji. Przejdź do ""Zarządzanie danymi sprzedawcy"", aby sprawdzić status.","È possibile che il tuo account non abbia completato il processo di verifica. Vai in ""Gestione dati commerciante"" per verificare lo stato.","Uw account heeft het verificatieproces mogelijk nog niet voltooid. Ga naar ""Merchant-gegevensbeheer"" om de status te controleren.","Hesabınızın doğrulama süreci henüz tamamlanmamış olabilir. Durumu kontrol etmek için lütfen ""Üye İş yeri Veri Yönetimi"" bölümüne gidin.","บัญชีของคุณอาจยังดำเนินการตรวจสอบไม่เสร็จสิ้น โปรดไปที่ ""การจัดการข้อมูลร้านค้า"" เพื่อตรวจสอบสถานะ","Akun Anda mungkin belum menyelesaikan proses verifikasi. Silakan buka ""Manajemen Data Merchant"" untuk memeriksa statusnya.","Tài khoản của bạn có thể chưa hoàn tất quá trình xác minh. Vui lòng truy cập ""Quản lý dữ liệu đối tác"" để kiểm tra trạng thái.","Ditt konto kanske inte har slutfört verifieringsprocessen ännu. Gå till ""Handlardatahantering"" för att kontrollera status.","Váš účet možná ještě nedokončil proces ověření. Přejděte do ""Správa údajů o obchodníkovi"" a zkontrolujte stav."
docs/payments/ecpay.md,56,**Q：HashKey 可以公開嗎？**,**Q：HashKey 可以公开吗？**,**Q: Can HashKey be made public?**,**Q: ¿Se puede hacer público el HashKey?**,**Q: ¿Se puede hacer público el HashKey?**,**Q: O HashKey pode ser tornado público?**,**Q: O HashKey pode ser tornado público?**,**Q：HashKey は公開しても大丈夫ですか？**,**Q: Можно ли делать HashKey публичным?**,**Q: Kann der HashKey öffentlich gemacht werden?**,**Q : Le HashKey peut-il être rendu public ?**,**Q: HashKey는 공개해도 되나요?**,**Q: Czy HashKey może być publiczny?**,**Q: Il HashKey può essere reso pubblico?**,**Q: Kan de HashKey openbaar worden gemaakt?**,**Q: HashKey herkese açık olabilir mi?**,**Q: HashKey เปิดเผยเป็นสาธารณะได้ไหม?**,**Q: Bisakah HashKey dipublikasikan?**,**Q: HashKey có thể công khai không?**,**Q: Kan HashKey göras offentlig?**,**Q: Může být HashKey veřejný?**
docs/payments/ecpay.md,57,不行。HashKey 和 HashIV 屬於私密金鑰，請勿截圖分享或貼到公開場合。,不行。HashKey 和 HashIV 属于私密密钥，请勿截图分享或贴到公开场合。,No. HashKey and HashIV are private keys; please do not share screenshots or post them in public.,"No. HashKey y HashIV son claves privadas; por favor, no compartas capturas de pantalla ni las publiques en lugares públicos.","No. HashKey y HashIV son claves privadas; por favor, no compartas capturas de pantalla ni las publiques en lugares públicos.","Não. HashKey e HashIV são chaves privadas; por favor, não compartilhe capturas de tela nem poste em locais públicos.","Não. HashKey e HashIV são chaves privadas; por favor, não partilhe capturas de ecrã nem as publique em locais públicos.",いいえ。HashKey と HashIV はプライベートキーです。スクリーンショットを共有したり、公開の場に投稿したりしないでください。,"Нет. HashKey и HashIV — это закрытые ключи. Пожалуйста, не делитесь скриншотами и не публикуйте их в открытом доступе.",Nein. HashKey und HashIV sind private Schlüssel; bitte geben Sie keine Screenshots weiter und veröffentlichen Sie diese nicht öffentlich.,Non. HashKey et HashIV sont des clés privées ; veuillez ne pas partager de captures d'écran ni les publier dans des lieux publics.,아니요. HashKey와 HashIV는 비공개 키이므로 스크린샷을 공유하거나 공개적인 장소에 게시하지 마십시오.,Nie. HashKey i HashIV to klucze prywatne; nie udostępniaj zrzutów ekranu ani nie publikuj ich w miejscach publicznych.,No. HashKey e HashIV sono chiavi private; si prega di non condividere screenshot o pubblicarle in luoghi pubblici.,Nee. HashKey en HashIV zijn privésleutels; deel geen schermafbeeldingen en plaats ze niet op openbare plaatsen.,Hayır. HashKey ve HashIV özel anahtarlardır; lütfen ekran görüntülerini paylaşmayın veya herkese açık yerlerde yayınlamayın.,ไม่ได้ครับ HashKey และ HashIV เป็นคีย์ส่วนตัว โปรดอย่าแชร์ภาพหน้าจอหรือโพสต์ในที่สาธารณะ,Tidak. HashKey dan HashIV adalah kunci pribadi; mohon jangan bagikan tangkapan layar atau mempostingnya di tempat umum.,Không. HashKey và HashIV là các khóa bảo mật; vui lòng không chia sẻ ảnh chụp màn hình hoặc đăng tải ở nơi công cộng.,Nej. HashKey och HashIV är privata nycklar; vänligen dela inte skärmdumpar eller publicera dem offentligt.,Ne. HashKey a HashIV jsou soukromé klíče; nesdílejte prosím snímky obrazovky ani je nezveřejňujte na veřejných místech.
docs/services/deepl.md,5,# DeepL API Key 取得,# DeepL API Key 获取,# Obtaining DeepL API Key,# Obtención de la clave API de DeepL,# Obtención de la clave API de DeepL,# Obtenção da chave API DeepL,# Obtenção da chave API DeepL,# DeepL API Key の取得,# Получение ключа DeepL API,# DeepL API-Key abrufen,# Obtention de la clé API DeepL,# DeepL API Key 획득,# Uzyskanie klucza API DeepL,# Ottenimento della chiave API DeepL,# DeepL API-sleutel verkrijgen,# DeepL API Key Edinme,# การรับ DeepL API Key,# Mendapatkan DeepL API Key,# Nhận DeepL API Key,# Hämta DeepL API Key,# Získání DeepL API Key
docs/services/deepl.md,7,DeepL API Key 用於以下功能的自動翻譯：,DeepL API Key 用于以下功能的自动翻译：,DeepL API Key is used for automatic translation of the following features:,La clave API de DeepL se utiliza para la traducción automática de las siguientes funciones:,La clave API de DeepL se utiliza para la traducción automática de las siguientes funciones:,A chave API DeepL é usada para a tradução automática dos seguintes recursos:,A chave API DeepL é usada para a tradução automática dos seguintes recursos:,DeepL API Key は、以下の機能の自動翻訳に使用されます：,DeepL API Key используется для автоматического перевода следующих функций:,Der DeepL API-Key wird für die automatische Übersetzung der folgenden Funktionen verwendet:,La clé API DeepL est utilisée pour la traduction automatique des fonctionnalités suivantes :,DeepL API Key는 다음 기능의 자동 번역에 사용됩니다:,Klucz API DeepL jest używany do automatycznego tłumaczenia następujących funkcji:,La chiave API DeepL viene utilizzata per la traduzione automatica delle seguenti funzioni:,De DeepL API-sleutel wordt gebruikt voor automatische vertaling van de volgende functies:,"DeepL API Key, aşağıdaki özelliklerin otomatik çevirisi için kullanılır:",DeepL API Key ใช้สำหรับการแปลอัตโนมัติสำหรับฟีเจอร์ต่อไปนี้:,DeepL API Key digunakan untuk terjemahan otomatis fitur berikut:,DeepL API Key được sử dụng để dịch tự động các tính năng sau:,DeepL API-nyckeln används för automatisk översättning av följande funktioner:,Klíč DeepL API se používá pro automatický překlad následujících funkcí:
docs/services/deepl.md,8,- **語音翻譯** — 將語音轉文字後自動翻譯,- **语音翻译** — 将语音转文字后自动翻译,- **Voice Translation** — Automatic translation after converting speech to text,- **Traducción de voz** — Traducción automática tras convertir voz a texto,- **Traducción de voz** — Traducción automática tras convertir voz a texto,- **Tradução de voz** — Tradução automática após converter fala em texto,- **Tradução de voz** — Tradução automática após converter fala em texto,- **音声翻訳** — 音声をテキストに変換した後、自動翻訳します,- **Голосовой перевод** — Автоматический перевод после преобразования речи в текст,- **Sprachübersetzung** — Automatische Übersetzung nach Umwandlung von Sprache in Text,- **Traduction vocale** — Traduction automatique après conversion de la parole en texte,- **음성 번역** — 음성을 텍스트로 변환 후 자동 번역,- **Tłumaczenie głosu** — Automatyczne tłumaczenie po konwersji mowy na tekst,- **Traduzione vocale** — Traduzione automatica dopo la conversione del parlato in testo,- **Spraakvertaling** — Automatische vertaling na omzetting van spraak naar tekst,- **Sesli çeviri** — Konuşmayı metne dönüştürdükten sonra otomatik çeviri,- **แปลเสียง** — แปลอัตโนมัติหลังจากแปลงเสียงเป็นข้อความ,- **Terjemahan suara** — Terjemahan otomatis setelah mengubah suara menjadi teks,- **Dịch giọng nói** — Dịch tự động sau khi chuyển đổi giọng nói thành văn bản,- **Rösttolkning** — Automatisk översättning efter konvertering av tal till text,- **Překlad řeči** — Automatický překlad po převodu řeči na text
docs/services/deepl.md,9,- **聊天室** — 自動翻譯觀眾訊息,- **聊天室** — 自动翻译观众消息,- **Chat** — Automatic translation of viewer messages,- **Chat** — Traducción automática de mensajes de espectadores,- **Chat** — Traducción automática de mensajes de espectadores,- **Chat** — Tradução automática de mensagens de espectadores,- **Chat** — Tradução automática de mensagens de espectadores,- **チャット** — 視聴者のメッセージを自動翻訳します,- **Чат** — Автоматический перевод сообщений зрителей,- **Chat** — Automatische Übersetzung von Zuschauernachrichten,- **Chat** — Traduction automatique des messages des spectateurs,- **채팅방** — 시청자 메시지 자동 번역,- **Czat** — Automatyczne tłumaczenie wiadomości widzów,- **Chat** — Traduzione automatica dei messaggi degli spettatori,- **Chat** — Automatische vertaling van berichten van kijkers,- **Chat** — İzleyici mesajlarının otomatik çevirisi,- **ห้องแชท** — แปลข้อความผู้ชมอัตโนมัติ,- **Chat** — Terjemahan otomatis pesan penonton,- **Phòng chat** — Dịch tự động tin nhắn của người xem,- **Chatt** — Automatisk översättning av tittarmeddelanden,- **Chat** — Automatický překlad zpráv diváků
docs/services/deepl.md,11,## 步驟一：登入 DeepL 帳號,## 步骤一：登录 DeepL 账号,## Step 1: Log in to your DeepL account,## Paso 1: Iniciar sesión en tu cuenta de DeepL,## Paso 1: Iniciar sesión en tu cuenta de DeepL,## Passo 1: Fazer login na sua conta DeepL,## Passo 1: Iniciar sessão na sua conta DeepL,## ステップ 1：DeepL アカウントにログイン,## Шаг 1: Войдите в свой аккаунт DeepL,## Schritt 1: Bei Ihrem DeepL-Konto anmelden,## Étape 1 : Se connecter à votre compte DeepL,## 1단계: DeepL 계정 로그인,## Krok 1: Zaloguj się do swojego konta DeepL,## Passaggio 1: Accedi al tuo account DeepL,## Stap 1: Log in op uw DeepL-account,## Adım 1: DeepL hesabınıza giriş yapın,## ขั้นตอนที่ 1: ลงชื่อเข้าใช้บัญชี DeepL,## Langkah 1: Login ke akun DeepL Anda,## Bước 1: Đăng nhập vào tài khoản DeepL,## Steg 1: Logga in på ditt DeepL-konto,## Krok 1: Přihlaste se ke svému účtu DeepL
docs/services/deepl.md,13,前往 [DeepL](https://www.deepl.com) 並登入帳號。若還沒有帳號，需先註冊。,前往 [DeepL](https://www.deepl.com) 并登录账号。若还没有账号，需先注册。,"Go to [DeepL](https://www.deepl.com) and log in to your account. If you don't have an account yet, you need to register first.","Ve a [DeepL](https://www.deepl.com) e inicia sesión en tu cuenta. Si aún no tienes una cuenta, primero debes registrarte.","Ve a [DeepL](https://www.deepl.com) e inicia sesión en tu cuenta. Si aún no tienes una cuenta, primero debes registrarte.","Acesse o [DeepL](https://www.deepl.com) e faça login na sua conta. Se você ainda não tem uma conta, precisa se registrar primeiro.","Aceda ao [DeepL](https://www.deepl.com) e inicie sessão na sua conta. Se ainda não tem uma conta, precisa de se registar primeiro.",[DeepL](https://www.deepl.com) にアクセスしてアカウントにログインします。まだアカウントをお持ちでない場合は、先に登録が必要です。,"Перейдите на [DeepL](https://www.deepl.com) и войдите в свой аккаунт. Если у вас еще нет аккаунта, вам нужно сначала зарегистрироваться.","Besuchen Sie [DeepL](https://www.deepl.com) und melden Sie sich bei Ihrem Konto an. Wenn Sie noch kein Konto haben, müssen Sie sich zuerst registrieren.","Allez sur [DeepL](https://www.deepl.com) et connectez-vous à votre compte. Si vous n'avez pas encore de compte, vous devez d'abord vous inscrire.","[DeepL](https://www.deepl.com)에 접속하여 계정에 로그인하세요. 아직 계정이 없는 경우, 먼저 회원가입이 필요합니다.","Przejdź do [DeepL](https://www.deepl.com) i zaloguj się na swoje konto. Jeśli nie masz jeszcze konta, musisz się najpierw zarejestrować.","Vai su [DeepL](https://www.deepl.com) e accedi al tuo account. Se non hai ancora un account, devi prima registrarti.","Ga naar [DeepL](https://www.deepl.com) en log in op uw account. Als u nog geen account heeft, moet u zich eerst registreren.","[DeepL](https://www.deepl.com) adresine gidin ve hesabınıza giriş yapın. Henüz bir hesabınız yoksa, önce kayıt olmanız gerekir.",ไปที่ [DeepL](https://www.deepl.com) และลงชื่อเข้าใช้บัญชีของคุณ หากคุณยังไม่มีบัญชี คุณต้องลงทะเบียนก่อน,"Buka [DeepL](https://www.deepl.com) dan login ke akun Anda. Jika Anda belum memiliki akun, Anda harus mendaftar terlebih dahulu.","Truy cập [DeepL](https://www.deepl.com) và đăng nhập vào tài khoản của bạn. Nếu bạn chưa có tài khoản, bạn cần đăng ký trước.",Gå till [DeepL](https://www.deepl.com) och logga in på ditt konto. Om du inte har ett konto ännu måste du registrera dig först.,"Přejděte na [DeepL](https://www.deepl.com) a přihlaste se ke svému účtu. Pokud ještě nemáte účet, musíte se nejprve zaregistrovat."
docs/services/deepl.md,15,## 步驟二：進入 Account 設定,## 步骤二：进入 Account 设置,## Step 2: Enter Account settings,## Paso 2: Ir a la configuración de Account,## Paso 2: Ir a la configuración de Account,## Passo 2: Ir para as configurações de Account,## Passo 2: Ir para as definições de Account,## ステップ 2：Account 設定に移動,## Шаг 2: Перейдите в настройки Account,## Schritt 2: Account-Einstellungen aufrufen,## Étape 2 : Accéder aux paramètres du compte (Account),## 2단계: Account 설정 진입하기,## Krok 2: Przejdź do ustawień Account,## Passaggio 2: Vai alle impostazioni di Account,## Stap 2: Ga naar Account-instellingen,## Adım 2: Account ayarlarına gidin,## ขั้นตอนที่ 2: ไปที่การตั้งค่า Account,## Langkah 2: Masuk ke pengaturan Account,## Bước 2: Truy cập cài đặt Account,## Steg 2: Gå till Account-inställningar,## Krok 2: Přejděte do nastavení Account
docs/services/deepl.md,17,點擊右上角的 **頭貼圖示**，選擇 **Account**。,点击右上角的 **头像图标**，选择 **Account**。,Click the **profile icon** in the top right corner and select **Account**.,Haz clic en el **icono de perfil** en la esquina superior derecha y selecciona **Account**.,Haz clic en el **icono de perfil** en la esquina superior derecha y selecciona **Account**.,Clique no **ícone de perfil** no canto superior direito e selecione **Account**.,Clique no **ícone de perfil** no canto superior direito e selecione **Account**.,右上の **アイコン** をクリックし、**Account** を選択します。,Нажмите на **иконку профиля** в правом верхнем углу и выберите **Account**.,Klicken Sie oben rechts auf das **Profilsymbol** und wählen Sie **Account**.,Cliquez sur l'**icône de profil** en haut à droite et sélectionnez **Account**.,우측 상단의 **프로필 아이콘**을 클릭하고 **Account**를 선택하세요.,Kliknij **ikonę profilu** w prawym górnym rogu i wybierz **Account**.,Clicca sull'**icona del profilo** nell'angolo in alto a destra e seleziona **Account**.,Klik op het **profielicoon** in de rechterbovenhoek en selecteer **Account**.,Sağ üst köşedeki **profil simgesine** tıklayın ve **Account** seçeneğini belirleyin.,คลิกที่ **ไอคอนโปรไฟล์** ที่มุมขวาบน แล้วเลือก **Account**,Klik **ikon profil** di sudut kanan atas dan pilih **Account**.,Nhấp vào **biểu tượng hồ sơ** ở góc trên bên phải và chọn **Account**.,Klicka på **profilikonen** i det övre högra hörnet och välj **Account**.,Klikněte na **ikonu profilu** v pravém horním rohu a vyberte **Account**.
docs/services/deepl.md,21,## 步驟三：切換到 API Keys & limits 分頁,## 步骤三：切换到 API Keys & limits 分页,## Step 3: Switch to the API Keys & limits tab,## Paso 3: Cambiar a la pestaña API Keys & limits,## Paso 3: Cambiar a la pestaña API Keys & limits,## Passo 3: Mudar para a aba API Keys & limits,## Passo 3: Mudar para o separador API Keys & limits,## ステップ 3：API Keys & limits タブに切り替え,## Шаг 3: Перейдите на вкладку API Keys & limits,## Schritt 3: Zum Tab API Keys & limits wechseln,## Étape 3 : Basculer vers l'onglet API Keys & limits,## 3단계: API Keys & limits 탭으로 전환하기,## Krok 3: Przełącz na kartę API Keys & limits,## Passaggio 3: Passa alla scheda API Keys & limits,## Stap 3: Overschakelen naar het tabblad API Keys & limits,## Adım 3: API Keys & limits sekmesine geçin,## ขั้นตอนที่ 3: สลับไปที่แท็บ API Keys & limits,## Langkah 3: Beralih ke tab API Keys & limits,## Bước 3: Chuyển sang tab API Keys & limits,## Steg 3: Växla till fliken API Keys & limits,## Krok 3: Přepněte na kartu API Keys & limits
docs/services/deepl.md,23,點選 **API Keys & limits** 分頁。,点击 **API Keys & limits** 分页。,Click the **API Keys & limits** tab.,Haz clic en la pestaña **API Keys & limits**.,Haz clic en la pestaña **API Keys & limits**.,Clique na aba **API Keys & limits**.,Clique no separador **API Keys & limits**.,**API Keys & limits** タブをクリックします。,Нажмите на вкладку **API Keys & limits**.,Klicken Sie auf den Tab **API Keys & limits**.,Cliquez sur l'onglet **API Keys & limits**.,**API Keys & limits** 탭을 클릭하세요.,Kliknij kartę **API Keys & limits**.,Clicca sulla scheda **API Keys & limits**.,Klik op het tabblad **API Keys & limits**.,**API Keys & limits** sekmesine tıklayın.,คลิกที่แท็บ **API Keys & limits**,Klik tab **API Keys & limits**.,Nhấp vào tab **API Keys & limits**.,Klicka på fliken **API Keys & limits**.,Klikněte na kartu **API Keys & limits**.
docs/services/deepl.md,27,## 步驟四：建立新的 API Key,## 步骤四：建立新的 API Key,## Step 4: Create a new API Key,## Paso 4: Crear una nueva API Key,## Paso 4: Crear una nueva API Key,## Passo 4: Criar uma nova API Key,## Passo 4: Criar uma nova API Key,## ステップ 4：新しい API Key を作成,## Шаг 4: Создайте новый API Key,## Schritt 4: Neuen API Key erstellen,## Étape 4 : Créer une nouvelle API Key,## 4단계: 새 API Key 생성하기,## Krok 4: Utwórz nowy API Key,## Passaggio 4: Crea una nuova API Key,## Stap 4: Maak een nieuwe API Key aan,## Adım 4: Yeni bir API Key oluşturun,## ขั้นตอนที่ 4: สร้าง API Key ใหม่,## Langkah 4: Buat API Key baru,## Bước 4: Tạo API Key mới,## Steg 4: Skapa en ny API Key,## Krok 4: Vytvořte nový API Key
docs/services/deepl.md,29,1. 點擊 **Create key +**,1. 点击 **Create key +**,1. Click **Create key +**,1. Haz clic en **Create key +**,1. Haz clic en **Create key +**,1. Clique em **Create key +**,1. Clique em **Create key +**,1. **Create key +** をクリックします,1. Нажмите **Create key +**,1. Klicken Sie auf **Create key +**,1. Cliquez sur **Create key +**,1. **Create key +**를 클릭하세요,1. Kliknij **Create key +**,1. Clicca su **Create key +**,1. Klik op **Create key +**,1. **Create key +** seçeneğine tıklayın,1. คลิก **Create key +**,1. Klik **Create key +**,1. Nhấp vào **Create key +**,1. Klicka på **Create key +**,1. Klikněte na **Create key +**
docs/services/deepl.md,30,2. **Name your key**：隨意輸入名稱（例如 `Stream Toolkit`）,2. **Name your key**：随意输入名称（例如 `Stream Toolkit`）,"2. **Name your key**: Enter any name (e.g., `Stream Toolkit`)","2. **Name your key**: Introduce cualquier nombre (por ejemplo, `Stream Toolkit`)","2. **Name your key**: Introduce cualquier nombre (por ejemplo, `Stream Toolkit`)","2. **Name your key**: Insira qualquer nome (por exemplo, `Stream Toolkit`)","2. **Name your key**: Insira qualquer nome (por exemplo, `Stream Toolkit`)",2. **Name your key**：任意の名前を入力します（例：`Stream Toolkit`）,"2. **Name your key**: Введите любое имя (например, `Stream Toolkit`)",2. **Name your key**: Geben Sie einen beliebigen Namen ein (z. B. `Stream Toolkit`),"2. **Name your key** : Entrez n'importe quel nom (par exemple, `Stream Toolkit`)",2. **Name your key**: 원하는 이름을 입력하세요 (예: `Stream Toolkit`),2. **Name your key**: Wpisz dowolną nazwę (np. `Stream Toolkit`),2. **Name your key**: Inserisci un nome a piacere (es. `Stream Toolkit`),2. **Name your key**: Voer een willekeurige naam in (bijv. `Stream Toolkit`),2. **Name your key**: İstediğiniz bir adı girin (örneğin `Stream Toolkit`),2. **Name your key**: ใส่ชื่ออะไรก็ได้ (เช่น `Stream Toolkit`),2. **Name your key**: Masukkan nama apa pun (misalnya `Stream Toolkit`),2. **Name your key**: Nhập tên bất kỳ (ví dụ: `Stream Toolkit`),2. **Name your key**: Ange valfritt namn (t.ex. `Stream Toolkit`),2. **Name your key**: Zadejte libovolný název (např. `Stream Toolkit`)
docs/services/deepl.md,31,3. **Permissions**：選擇 **All access**,3. **Permissions**：选择 **All access**,3. **Permissions**: Select **All access**,3. **Permissions**: Selecciona **All access**,3. **Permissions**: Selecciona **All access**,3. **Permissions**: Selecione **All access**,3. **Permissions**: Selecione **All access**,3. **Permissions**：**All access** を選択します,3. **Permissions**: Выберите **All access**,3. **Permissions**: Wählen Sie **All access**,3. **Permissions** : Sélectionnez **All access**,3. **Permissions**: **All access**를 선택하세요,3. **Permissions**: Wybierz **All access**,3. **Permissions**: Seleziona **All access**,3. **Permissions**: Selecteer **All access**,3. **Permissions**: **All access** seçeneğini belirleyin,3. **Permissions**: เลือก **All access**,3. **Permissions**: Pilih **All access**,3. **Permissions**: Chọn **All access**,3. **Permissions**: Välj **All access**,3. **Permissions**: Vyberte **All access**
docs/services/deepl.md,32,4. 點擊 **Create Key**,4. 点击 **Create Key**,4. Click **Create Key**,4. Haz clic en **Create Key**,4. Haz clic en **Create Key**,4. Clique em **Create Key**,4. Clique em **Create Key**,4. **Create Key** をクリックします,4. Нажмите **Create Key**,4. Klicken Sie auf **Create Key**,4. Cliquez sur **Create Key**,4. **Create Key**를 클릭하세요,4. Kliknij **Create Key**,4. Clicca su **Create Key**,4. Klik op **Create Key**,4. **Create Key** seçeneğine tıklayın,4. คลิก **Create Key**,4. Klik **Create Key**,4. Nhấp vào **Create Key**,4. Klicka på **Create Key**,4. Klikněte na **Create Key**
docs/services/deepl.md,38,## 步驟五：複製並填入 App,## 步骤五：复制并填入 App,## Step 5: Copy and paste into the App,## Paso 5: Copiar y pegar en la App,## Paso 5: Copiar y pegar en la App,## Passo 5: Copiar e colar no App,## Passo 5: Copiar e colar na App,## ステップ 5：コピーして App に貼り付け,## Шаг 5: Скопируйте и вставьте в App,## Schritt 5: Kopieren und in die App einfügen,## Étape 5 : Copier et coller dans l'App,## 5단계: 복사하여 App에 붙여넣기,## Krok 5: Skopiuj i wklej do App,## Passaggio 5: Copia e incolla nell'App,## Stap 5: Kopiëren en plakken in de App,## Adım 5: Kopyalayın ve App içine yapıştırın,## ขั้นตอนที่ 5: คัดลอกและวางลงใน App,## Langkah 5: Salin dan tempel ke App,## Bước 5: Sao chép và dán vào App,## Steg 5: Kopiera och klistra in i Appen,## Krok 5: Zkopírujte a vložte do App
docs/services/deepl.md,40,1. 複製產生的 API Key,1. 复制产生的 API Key,1. Copy the generated API Key,1. Copia la API Key generada,1. Copia la API Key generada,1. Copie a API Key gerada,1. Copie a API Key gerada,1. 生成された API Key をコピーします,1. Скопируйте созданный API Key,1. Kopieren Sie den generierten API Key,1. Copiez l'API Key générée,1. 생성된 API Key를 복사하세요,1. Skopiuj wygenerowany API Key,1. Copia la API Key generata,1. Kopieer de gegenereerde API Key,1. Oluşturulan API Key değerini kopyalayın,1. คัดลอก API Key ที่สร้างขึ้น,1. Salin API Key yang telah dibuat,1. Sao chép API Key đã tạo,1. Kopiera den genererade API Key:n,1. Zkopírujte vygenerovaný API Key
